SEGMENT_ID|CHARGE_ID|SERIES_NUM|CONFIRMATION_NUM|RECORD_NUM|BILL_DATE|ORIGINAL_CHARGE_ID|TAX_ID|TAX_CODE|TAX_DESCRIPTION|CODE_TYPE|SVC_DESCRIPTION|REV_CATEGORY_ID|REV_CATEGORY_DESCRIPTION|CHRG_CHANNEL_ID|CHRG_CHANNEL_CODE|CHARGE_STATUS|STATUS_REASON_ID|STATUS_REASON_DESCRIPTION|RES_CURR_CODE|RES_CURR_CHRG_AMOUNT|RPT_CURR_CODE|RPT_CURR_CHRG_AMOUNT|CHARGE_COMMENT|CREATED_DATE|LAST_MODIFIED_DATE
INS9AV2991|7104|299 |INS9AV|1|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|268|EUR|62|WEB:AIR|17-FEB-16|17-FEB-16
INS9AV2991|7105|299 |INS9AV|1|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
INS9AV2991|7106|299 |INS9AV|1|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
INS9AV2991|7107|299 |INS9AV|1|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
INS9AV2992|7108|299 |INS9AV|2|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|268|EUR|62|WEB:AIR|17-FEB-16|17-FEB-16
INS9AV2992|7109|299 |INS9AV|2|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
INS9AV2992|7110|299 |INS9AV|2|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
INS9AV2992|7111|299 |INS9AV|2|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
INS9AV2993|7112|299 |INS9AV|3|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|268|EUR|62|WEB:AIR|17-FEB-16|17-FEB-16
INS9AV2993|7113|299 |INS9AV|3|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
INS9AV2993|7114|299 |INS9AV|3|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
INS9AV2994|7115|299 |INS9AV|4|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|268|EUR|62|WEB:AIR|17-FEB-16|17-FEB-16
INS9AV2994|7116|299 |INS9AV|4|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
INS9AV2994|7117|299 |INS9AV|4|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
INS9AV2994|7118|299 |INS9AV|4|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
INS9AV2995|7119|299 |INS9AV|5|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|292|EUR|67|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2991|7148|299 |XK18MY|1|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|318|EUR|73|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2991|7149|299 |XK18MY|1|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
XK18MY2991|7150|299 |XK18MY|1|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2992|7151|299 |XK18MY|2|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|318|EUR|73|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2992|7152|299 |XK18MY|2|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
XK18MY2992|7153|299 |XK18MY|2|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
XK18MY2992|7154|299 |XK18MY|2|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2993|7155|299 |XK18MY|3|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|318|EUR|73|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2993|7156|299 |XK18MY|3|17-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|17-FEB-16|17-FEB-16
XK18MY2993|7157|299 |XK18MY|3|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2993|7158|299 |XK18MY|3|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
XK18MY2994|7159|299 |XK18MY|4|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|292|EUR|67|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2994|7160|299 |XK18MY|4|17-FEB-16||543|BOJ |Bourgas Departure Tax - Adult|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|57|EUR|13|Bourgas Departure Tax - Adult|17-FEB-16|17-FEB-16
XK18MY2994|7161|299 |XK18MY|4|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2995|7182|299 |XK18MY|5|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|292|EUR|67|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2995|7183|299 |XK18MY|5|17-FEB-16||543|BOJ |Bourgas Departure Tax - Adult|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|57|EUR|13|Bourgas Departure Tax - Adult|17-FEB-16|17-FEB-16
XK18MY2995|7184|299 |XK18MY|5|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2995|7185|299 |XK18MY|5|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
XK18MY2996|7186|299 |XK18MY|6|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|292|EUR|67|WEB:AIR|17-FEB-16|17-FEB-16
XK18MY2996|7187|299 |XK18MY|6|17-FEB-16||543|BOJ |Bourgas Departure Tax - Adult|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|57|EUR|13|Bourgas Departure Tax - Adult|17-FEB-16|17-FEB-16
XK18MY2996|7188|299 |XK18MY|6|17-FEB-16|||||NSST      |SEAT RESERVATION|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|25|EUR|6|SEAT RESERVATION|17-FEB-16|17-FEB-16
XK18MY2996|7189|299 |XK18MY|6|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|1|0|Original Booking|PLN|90|EUR|21||17-FEB-16|17-FEB-16
85IWLU2991|7190|299 |85IWLU|1|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|323|EUR|74|WEB:AIR|17-FEB-16|17-FEB-16
85IWLU2991|7191|299 |85IWLU|1|17-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|17-FEB-16|17-FEB-16
85IWLU2992|7192|299 |85IWLU|2|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|323|EUR|74|WEB:AIR|17-FEB-16|17-FEB-16
85IWLU2992|7193|299 |85IWLU|2|17-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|17-FEB-16|17-FEB-16
85IWLU2993|7194|299 |85IWLU|3|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|323|EUR|74|WEB:AIR|17-FEB-16|17-FEB-16
85IWLU2993|7195|299 |85IWLU|3|17-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|17-FEB-16|17-FEB-16
85IWLU2994|7196|299 |85IWLU|4|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|1|0|Original Booking|PLN|323|EUR|74|WEB:AIR|17-FEB-16|17-FEB-16
85IWLU2994|7197|299 |85IWLU|4|17-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|1|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|17-FEB-16|17-FEB-16
GZZYOY2991|5895|299 |GZZYOY|1|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|268|EUR|62|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2991|5896|299 |GZZYOY|1|12-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2992|5897|299 |GZZYOY|2|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|268|EUR|62|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2992|5898|299 |GZZYOY|2|12-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2993|5899|299 |GZZYOY|3|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|268|EUR|62|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2993|5900|299 |GZZYOY|3|12-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2994|5901|299 |GZZYOY|4|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|268|EUR|62|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2994|6002|299 |GZZYOY|4|12-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2994|6003|299 |GZZYOY|4|12-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|0|0|Original Booking|PLN|90|EUR|21||12-FEB-16|17-FEB-16
GZZYOY2995|6004|299 |GZZYOY|5|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|247|EUR|57|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2995|6005|299 |GZZYOY|5|12-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2996|6006|299 |GZZYOY|6|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|247|EUR|57|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2996|6007|299 |GZZYOY|6|12-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2997|6008|299 |GZZYOY|7|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|247|EUR|57|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2997|6009|299 |GZZYOY|7|12-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2998|6010|299 |GZZYOY|8|12-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|247|EUR|57|WEB:AIR|12-FEB-16|17-FEB-16
GZZYOY2998|6011|299 |GZZYOY|8|12-FEB-16||545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|52|EUR|12|Greece Departure Tax|12-FEB-16|17-FEB-16
GZZYOY2998|6012|299 |GZZYOY|8|12-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|0|0|Original Booking|PLN|90|EUR|21||12-FEB-16|17-FEB-16
GZZYOY2992|7218|299 |GZZYOY|2|17-FEB-16|5897||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-268|EUR|-62| No Refund|17-FEB-16|17-FEB-16
GZZYOY2992|7219|299 |GZZYOY|2|17-FEB-16|5898|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-31|EUR|-7| No Refund|17-FEB-16|17-FEB-16
GZZYOY2996|7220|299 |GZZYOY|6|17-FEB-16|6006||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-247|EUR|-57| No Refund|17-FEB-16|17-FEB-16
GZZYOY2996|7221|299 |GZZYOY|6|17-FEB-16|6007|545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-52|EUR|-12| No Refund|17-FEB-16|17-FEB-16
GZZYOY2999|7222|299 |GZZYOY|9|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY29910|7223|299 |GZZYOY|10|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY2994|7224|299 |GZZYOY|4|17-FEB-16|5901||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-268|EUR|-62| No Refund|17-FEB-16|17-FEB-16
GZZYOY2994|7225|299 |GZZYOY|4|17-FEB-16|6002|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-31|EUR|-7| No Refund|17-FEB-16|17-FEB-16
GZZYOY2994|7226|299 |GZZYOY|4|17-FEB-16|6003||||XBAG      |20 KG BAG|7|Special Service Requests|1|STANDARD|0|1|Cancel due to Modify|PLN|-90|EUR|-21| No Refund|17-FEB-16|17-FEB-16
GZZYOY2998|7227|299 |GZZYOY|8|17-FEB-16|6010||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-247|EUR|-57| No Refund|17-FEB-16|17-FEB-16
GZZYOY2998|7228|299 |GZZYOY|8|17-FEB-16|6011|545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-52|EUR|-12| No Refund|17-FEB-16|17-FEB-16
GZZYOY2998|7229|299 |GZZYOY|8|17-FEB-16|6012||||XBAG      |20 KG BAG|7|Special Service Requests|1|STANDARD|0|1|Cancel due to Modify|PLN|-90|EUR|-21| No Refund|17-FEB-16|17-FEB-16
GZZYOY29911|7230|299 |GZZYOY|11|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY29911|7231|299 |GZZYOY|11|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|1|STANDARD|1|2|Added due to Modify|PLN|90|EUR|21||17-FEB-16|17-FEB-16
GZZYOY29912|7232|299 |GZZYOY|12|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY29912|7233|299 |GZZYOY|12|17-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|1|STANDARD|1|2|Added due to Modify|PLN|90|EUR|21||17-FEB-16|17-FEB-16
GZZYOY2991|7234|299 |GZZYOY|1|17-FEB-16|5895||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-268|EUR|-62| No Refund|17-FEB-16|17-FEB-16
GZZYOY2991|7235|299 |GZZYOY|1|17-FEB-16|5896|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-31|EUR|-7| No Refund|17-FEB-16|17-FEB-16
GZZYOY2995|7236|299 |GZZYOY|5|17-FEB-16|6004||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-247|EUR|-57| No Refund|17-FEB-16|17-FEB-16
GZZYOY2995|7237|299 |GZZYOY|5|17-FEB-16|6005|545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-52|EUR|-12| No Refund|17-FEB-16|17-FEB-16
GZZYOY29913|7238|299 |GZZYOY|13|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY29914|7239|299 |GZZYOY|14|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY2993|7240|299 |GZZYOY|3|17-FEB-16|5899||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-268|EUR|-62| No Refund|17-FEB-16|17-FEB-16
GZZYOY2993|7241|299 |GZZYOY|3|17-FEB-16|5900|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-31|EUR|-7| No Refund|17-FEB-16|17-FEB-16
GZZYOY2997|7242|299 |GZZYOY|7|17-FEB-16|6008||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|1|Cancel due to Modify|PLN|-247|EUR|-57| No Refund|17-FEB-16|17-FEB-16
GZZYOY2997|7243|299 |GZZYOY|7|17-FEB-16|6009|545|GR  |Greece Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|1|Cancel due to Modify|PLN|-52|EUR|-12| No Refund|17-FEB-16|17-FEB-16
GZZYOY29915|7244|299 |GZZYOY|15|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
GZZYOY29916|7245|299 |GZZYOY|16|17-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|1|2|Added due to Modify|PLN|299|EUR|69||17-FEB-16|17-FEB-16
1AN71R2991|6700|299 |1AN71R|1|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|178|EUR|41|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2991|6701|299 |1AN71R|1|16-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|16-FEB-16|17-FEB-16
1AN71R2992|6842|299 |1AN71R|2|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|178|EUR|41|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2992|6843|299 |1AN71R|2|16-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|16-FEB-16|17-FEB-16
1AN71R2993|6844|299 |1AN71R|3|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|178|EUR|41|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2993|6845|299 |1AN71R|3|16-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|16-FEB-16|17-FEB-16
1AN71R2994|6846|299 |1AN71R|4|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|178|EUR|41|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2994|6847|299 |1AN71R|4|16-FEB-16||542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|31|EUR|7|Katowice Departure Tax|16-FEB-16|17-FEB-16
1AN71R2994|6848|299 |1AN71R|4|16-FEB-16|||||XBAG      |20 KG BAG|7|Special Service Requests|8|EXT_WEB|0|0|Original Booking|PLN|90|EUR|21||16-FEB-16|17-FEB-16
1AN71R2995|6849|299 |1AN71R|5|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|148|EUR|34|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2995|6850|299 |1AN71R|5|16-FEB-16||546|VAR |Varna Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|61|EUR|14|Varna Departure Tax|16-FEB-16|17-FEB-16
1AN71R2996|6851|299 |1AN71R|6|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|148|EUR|34|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2996|6852|299 |1AN71R|6|16-FEB-16||546|VAR |Varna Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|61|EUR|14|Varna Departure Tax|16-FEB-16|17-FEB-16
1AN71R2997|6853|299 |1AN71R|7|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|148|EUR|34|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2997|6854|299 |1AN71R|7|16-FEB-16||546|VAR |Varna Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|61|EUR|14|Varna Departure Tax|16-FEB-16|17-FEB-16
1AN71R2998|6855|299 |1AN71R|8|16-FEB-16|||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|8|EXT_WEB|0|0|Original Booking|PLN|148|EUR|34|WEB:AIR|16-FEB-16|17-FEB-16
1AN71R2998|6856|299 |1AN71R|8|16-FEB-16||546|VAR |Varna Departure Tax|TAX       |Tax|1|This revenue category is undefined|8|EXT_WEB|0|0|Original Booking|PLN|61|EUR|14|Varna Departure Tax|16-FEB-16|17-FEB-16
1AN71R2991|7246|299 |1AN71R|1|17-FEB-16|6700||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|10|Auto Cancel|PLN|-178|EUR|-41|WEB:AIR|17-FEB-16|17-FEB-16
1AN71R2991|7247|299 |1AN71R|1|17-FEB-16|6701|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|10|Auto Cancel|PLN|-31|EUR|-7|Katowice Departure Tax|17-FEB-16|17-FEB-16
1AN71R2992|7248|299 |1AN71R|2|17-FEB-16|6842||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|10|Auto Cancel|PLN|-178|EUR|-41|WEB:AIR|17-FEB-16|17-FEB-16
1AN71R2992|7249|299 |1AN71R|2|17-FEB-16|6843|542|KTW |Katowice Departure Tax|TAX       |Tax|1|This revenue category is undefined|1|STANDARD|0|10|Auto Cancel|PLN|-31|EUR|-7|Katowice Departure Tax|17-FEB-16|17-FEB-16
1AN71R2993|7250|299 |1AN71R|3|17-FEB-16|6844||||AIR       |AIR FARE|3|Booking/Transaction/Call center fees|1|STANDARD|0|10|Auto Cancel|PLN|-178|EUR|-41|WEB:AIR|17-FEB-16|17-FEB-16
